,Unnamed: 0,Company,CPU Detail,CPU Manufacturer,CPU Generation,CPU Arc,Core,Cache,RAM,HDD,SSD,Graphic-creator,Graphic RAM,Blore screen,Keyboard light,Battery houre,Battery Cells,Battery Capacity,Size per Inch/,Touch screen,amount
170,172,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,8.0,1000.0,,,2.0,,,,,38.0,15.6,,23.5
171,173,,Core i7,Intel,12.0,x86,,24.0,16.0,,1000.0,Nvidia,6.0,,,3.0,,,15.6,,79.799
172,174,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,8.0,,1000.0,NVIDIA,4.0,,1.0,,4.0,76.0,,,48.481
173,175,,Core i7,Intel,11.0,x86,8.0,24.0,32.0,,1000.0,NVIDIA,4.0,1.0,,3.0,4.0,70.0,16.0,,50.6
174,176,acer,Core i3,intel,12.0,x86,6.0,10.0,4.0,,256.0,,,1.0,0.0,2.0,,,15.6,,23.299
175,177,Microsoft,Core i7,Microsoft,,x86,,8.0,16.0,,512.0,,,0.0,,,,,13.0,,26.9
176,178,,Core i5,,10.0,x86,,,16.0,,256.0,,,,,,,39.0,12.4,,35.7
177,179,,Core i5,intel,10.0,x86,,8.0,8.0,,256.0,Nvidia,4.0,1.0,1.0,,,52.5,15.6,,32.0
178,180,acer,Core i9-Alder Lake-P,intel,12.0,x86,14.0,24.0,16.0,,512.0,,,1.0,1.0,2.0,,,15.6,,65.999
179,181,RTX 3050TI,Ryzen 5,NVIDIA,,,6.0,16.0,16.0,,512.0,,4.0,1.0,,3.0,4.0,60.0,,,41.7
180,182,acer,Core i7,Intel,12.0,x86,12.0,18.0,16.0,,1000.0,,,1.0,1.0,2.0,,,15.6,,40.8
181,183,13620H,Core i7,NVIDIA,,,10.0,24.0,16.0,,1000.0,,,1.0,,2.0,3.0,53.0,,,79.333
182,184,Victus 16,Core i7,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,Nvidia,6.0,,1.0,,,70.0,16.1,,58.999
183,185,600,Celeron,INTEL,,,2.0,4.0,4.0,1000.0,512.0,,2.0,1.0,,3.0,2.0,35.0,,,14.0
184,186,lenovo,Core i9,intel,13.0,x86,24.0,36.0,32.0,,1000.0,,,1.0,1.0,5.5,,,16.0,,192.607
185,187,1255U,Core i7 Alder Lake,Intel,12.0,x86,10.0,12.0,16.0,,512.0,Intel,4.0,,,,3.0,57.0,,,16.27
186,188,ASUS,Ryzen 7,AMD,5.0,x86,8.0,16.0,16.0,,1000.0,,,0.0,1.0,5.5,,,14.0,,51.399
187,189,,Ryzen 7,AMD,5.0,x86,8.0,16.0,32.0,,1000.0,,,,1.0,,,70.0,16.0,,61.45
188,191,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,8.0,,512.0,,0.0,,,,,67.0,13.3,,39.299
189,192,1165G7,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,16.0,,512.0,NVIDIA,2.0,,1.0,,3.0,52.5,,,15.799
190,193,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,8.0,,512.0,,,1.0,1.0,2.0,,,15.6,,42.4
191,196,12900H,Core i9-Alder Lake,Intel,12.0,x86,14.0,24.0,16.0,,512.0,NVIDIA,6.0,,1.0,,4.0,90.0,,,81.2
192,197,,Core i7-Alder Lake,Intel,12.0,x86,,12.0,16.0,,512.0,,0.0,,,,,42.0,15.6,,31.8
193,198,TUF,Core i5-Alder Lake,Intel,12.0,x86,12.0,18.0,8.0,,512.0,NVIDIA,4.0,,1.0,1.5,,56.0,15.6,,40.9
194,199,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,16.0,,1000.0,NVIDIA,4.0,,1.0,,4.0,76.0,,,51.7
195,200,,Core i7,Intel,7.0,x86,,6.0,16.0,,512.0,Nvidia,4.0,,,,,97.0,15.6,,23.0
196,201,,Core i5,Intel,,,5.0,,8.0,,256.0,,,,,,,,12.3,,13.8
197,202,,Ryzen 6000,AMD,6.0,x86,8.0,16.0,16.0,,1000.0,,8.0,,,,,90.0,15.6,,75.599
198,203,,Core i9,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,4.0,,1.0,,,56.0,13.4,,91.781
199,204,,Ryzen 7,AMD,5.0,x86,8.0,16.0,32.0,,1000.0,NVIDIA,6.0,1.0,,3.0,4.0,60.0,15.6,,53.99
200,205,MSI,Core i9,Intel,13.0,x86,24.0,36.0,64.0,,4000.0,,,1.0,1.0,2.0,,,17.3,,275.0
201,206,11400H,Core i5-Tiger Lake,Intel,11.0,x86,6.0,12.0,16.0,,512.0,NVIDIA,6.0,,1.0,,4.0,90.0,,,49.392
202,207,,Corei7,Intel,11.0,x86,4.0,12.0,12.0,,512.0,NVIDIA,2.0,1.0,,2.0,2.0,38.0,15.6,,28.381
203,208,1165G7,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,8.0,,512.0,NVIDIA,2.0,,1.0,,3.0,42.0,,,37.799
204,209,ASUS,Ryzen 9-Zen 3,AMD,6.0,,8.0,16.0,16.0,,1000.0,,,1.0,1.0,3.0,,,17.3,,75.199
205,210,ASUS,Core i5-Alder Lake,Intel,12.0,x86,10.0,12.0,16.0,,512.0,,,1.0,0.0,2.0,,,16.0,,29.899
206,211,12700H,Core i7 Alder Lake,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,8.0,,1.0,,4.0,80.0,,,81.5
207,212,ASUS,Core i7-Alder Lake-P,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,,,1.0,1.0,3.0,,,17.3,,47.222
208,213,5800H,Ryzen 7-Zen 3,AMD,5.0,x86,8.0,16.0,16.0,1000.0,512.0,NVIDIA,4.0,,1.0,,3.0,45.0,,,43.399
209,214,HP,Core i7,Intel,7.0,x86,2.0,8.0,8.0,,,AMD,2.0,,,15.0,3.0,51.0,15.6,1.0,24.455
210,215,1135G7,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,16.0,,512.0,NVIDIA,2.0,,1.0,,3.0,42.0,,,34.593
211,216,ASUS,Celeron,Intel,,x86,2.0,8.0,4.0,,256.0,,,1.0,0.0,2.0,,,14.0,,14.7
212,217,MX330,Core i7,,,,4.0,12.0,16.0,,512.0,,2.0,1.0,,3.0,,37.0,,,36.576
213,218,11400H,Core i5-Tiger Lake,Intel,11.0,x86,6.0,12.0,32.0,,1000.0,NVIDIA,4.0,,1.0,,,90.0,,,43.3
214,219,,Core i7,Intel,7.0,,8.0,,16.0,,512.0,NVidia,,,,,,,15.6,,25.5
215,220,,Ryzen 7,AMD,5.0,x86,,8.0,16.0,,1000.0,NVIDIA,4.0,1.0,1.0,2.0,,48.0,15.6,,34.49
216,221,6800H,Ryzen 7-Zen 3,AMD,6.0,x86,8.0,20.0,16.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,90.0,,,67.999
217,222,,Core i7,Intel,10.0,x86,,,16.0,,256.0,,,0.0,1.0,11.5,,,13.5,,55.433
218,223,,Athlon 64,,,,,,4.0,,250.0,,1.5,,,,,,,,4.99
219,225,lenovo,Core i7,Intel,12.0,x86,10.0,24.0,32.0,,1000.0,,,1.0,1.0,3.0,,,15.6,,51.499
220,226,Microsoft,,Intel,,,5.0,,8.0,256.0,256.0,,,,,6.0,,,12.3,,22.5
221,228,Vivobook,Core i5,Intel,11.0,x86,4.0,8.0,16.0,,512.0,NVIDIA,2.0,,1.0,,,37.0,15.6,,30.5
222,230,,Core i7-Alder Lake,Intel,11.0,x86,8.0,24.0,8.0,,512.0,Nvidia,4.0,1.0,,4.0,,,15.6,,38.0
223,231,12700H,Core i7-Alder Lake,Intel,12.0,x86,14.0,24.0,12.0,,512.0,,4.0,,1.0,,,70.0,,,43.99
224,232,,Corei 5,Intel,11.0,x86,6.0,12.0,16.0,,512.0,NVIDIA,6.0,1.0,,2.0,,48.0,15.6,,44.0
225,233,,Core i7-Alder Lake,Intel,12.0,x86,6.0,24.0,16.0,,1000.0,,6.0,,,,,53.5,15.6,,71.8
226,234,Apple,M2,Apple,,M2,,12.0,8.0,,512.0,Apple,,,,17.0,,,13.3,,76.1
227,235,7945HX,Ryzen 9-Zen 4,AMD,7.0,x86,16.0,64.0,64.0,,4000.0,NVIDIA,16.0,,1.0,,,90.0,,,344.979
228,236,ASUS,Ryzen 5,AMD,,x86,6.0,16.0,,,512.0,,2.0,,1.0,,,50.0,16.0,,28.3
229,237,MSI,Core i3-Raptor Lake,Intel,13.0,x86,6.0,10.0,8.0,,512.0,,,,0.0,2.0,,,14.0,,25.898
230,238,,Ryzen 9,AMD,,x86,,64.0,32.0,,1000.0,,16.0,,1.0,,,90.0,16.0,,323.6
231,239,Apple,M1,Apple,,M1,10.0,24.0,16.0,,1000.0,Apple,,,1.0,11.0,,70.0,14.2,,109.588
232,240,,Core i7,intel,8.0,,,9.0,32.0,,512.0,NVIDIA,4.0,1.0,1.0,8.0,,95.0,15.6,,26.6
233,241,,Core i7-Alder Lake,intel,12.0,x86,10.0,24.0,16.0,,1000.0,,,,1.0,2.0,,,15.6,,53.3
234,242,Microsoft,,Intel,,,7.0,,32.0,1000.0,,NVIDIA,,,,15.5,,,15.0,,109.0
235,243,,Core i7,,8.0,,,8.0,16.0,,512.0,Nvidia,2.0,0.0,,,,,13.5,,42.0
236,244,,Ryzen 7,AMD,6.0,x86,8.0,20.0,16.0,,1000.0,NVIDIA,6.0,1.0,,3.0,4.0,90.0,15.6,,60.977
237,245,RTX 3050,Core i5,NVIDIA,,,12.0,18.0,16.0,,1000.0,,,1.0,,2.0,4.0,57.0,,,41.989
238,246,,Athlon,AMD,,3050E,2.0,8.0,4.0,,128.0,,0.0,1.0,,3.0,2.0,35.0,11.6,,9.888
239,247,Razer,Core i7,Intel,9.0,x86,9.0,,16.0,256.0,,NVIDIA,6.0,,,,,,15.6,,54.989
240,248,,Core i7,Intel,11.0,x86,4.0,12.0,8.0,1000.0,256.0,Nvidia,,,1.0,,,45.0,15.6,,23.499
241,249,,Core i3,Intel,11.0,x86,2.0,6.0,8.0,,256.0,,2.0,1.0,,2.0,2.0,38.0,15.6,,16.195
242,250,,Core i7,Intel,8.0,x86,,9.0,16.0,,512.0,,4.0,,,9.0,,,15.6,,28.49
243,251,,Corei7,Intel,11.0,x86,8.0,24.0,16.0,,512.0,NVIDIA,6.0,1.0,,4.0,6.0,83.0,16.1,,64.799
244,252,,Core i5,intel,10.0,x86,,6.0,8.0,,128.0,,0.0,0.0,,11.0,,,,,29.0
245,253,ASUS,Ryzen 7-Zen 3,AMD,6.0,,8.0,16.0,8.0,,512.0,,,1.0,,2.0,,,15.6,,48.899
246,254,,core i5,intel,,,,,8.0,,256.0,,,0.0,1.0,,6.0,,15.4,,23.0
247,255,ASUS,Core i3-Alder Lake,intel,12.0,x86,6.0,10.0,8.0,,256.0,,,1.0,0.0,2.0,,,15.6,,21.899
248,256,,Core i9,Intel,13.0,x86,,36.0,64.0,2000.0,,Nvidia,16.0,,1.0,,4.0,20.0,,,246.59
249,257,Zenbook,Core i7,Intel,11.0,x86,,12.0,16.0,,1000.0,NVIDIA,2.0,,1.0,,,,14.0,,81.2
250,258,13700H,Core i7-Raptor Lake,Intel,13.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,70.0,,,50.281
251,259,,RYZEN 7,AMD,,,,16.0,16.0,1000.0,512.0,,4.0,,,,,,,,32.2
252,260,,Corei 5,Intel,11.0,x86,4.0,8.0,16.0,1000.0,512.0,NVIDIA,2.0,1.0,,3.0,2.0,37.0,15.6,,29.35
253,261,,Corei 7,Intel,11.0,x86,8.0,24.0,16.0,,512.0,NVIDIA,4.0,1.0,,2.0,3.0,48.0,15.6,,48.97
254,262,dell,Ryzen,AMD,,x86,8.0,24.0,16.0,,512.0,NVIDIA,10.0,1.0,1.0,,6.0,86.0,15.6,,58.499
255,263,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,16.0,1000.0,256.0,,4.0,,,,,45.0,15.6,,38.3
256,264,7735HS,Ryzen 7-Zen 3,AMD,7.0,x86,8.0,16.0,16.0,,512.0,NVIDIA,8.0,,1.0,,4.0,90.0,,,68.87
257,265,,Core i5,MSI,11.0,x86,6.0,12.0,8.0,,512.0,NVIDIA,10.0,1.0,1.0,,4.0,53.0,15.6,,39.999
258,266,,Core i7,Intel,13.0,x86,10.0,24.0,16.0,,512.0,Nvidia,,,1.0,,,60.0,15.6,,64.64
259,267,,Corei7,Intel,10.0,x86,4.0,12.0,12.0,1000.0,256.0,NVIDIA,2.0,1.0,,3.0,2.0,37.0,15.6,,31.29
260,268,,Core i7,Intel,12.0,x86,,24.0,16.0,512.0,,Nvidia,4.0,,1.0,,4.0,130.0,,,69.0
261,269,,Core i5,Intel,11.0,x86,6.0,12.0,8.0,,512.0,Nvidia,,,1.0,,,80.0,15.6,,38.398
262,270,5500U,Ryzen 5-Zen 2,AMD,5.0,x86,6.0,8.0,12.0,,512.0,,2.0,,,,2.0,38.0,,,19.0
263,271,,Ryzen 7,AMD,6.0,x86,8.0,16.0,16.0,,512.0,NVIDIA,,1.0,1.0,2.0,,,15.6,,61.999
264,272,,Ryzen 5,AMD,5.0,x86,6.0,16.0,8.0,,512.0,nvidia,4.0,0.0,1.0,,3.0,52.0,15.6,,30.2
265,273,,Core i5-Tiger Lake,intel,11.0,x86,4.0,8.0,8.0,1000.0,256.0,,,1.0,1.0,2.0,,,15.6,,40.888
266,274,5800H,Ryzen 7-Zen 3,AMD,5.0,x86,8.0,16.0,16.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,60.0,,,42.44
267,275,,Core i7,intel,11.0,x86,4.0,6.0,8.0,1000.0,0.0,Nvidia,,,0.0,,,36.0,15.6,,28.989
268,276,,Core i7,intel,10.0,x86,,8.0,16.0,,1000.0,,0.0,0.0,1.0,10.0,,60.0,13.3,,64.2
269,277,11300H,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,8.0,,512.0,NVIDIA,4.0,,1.0,,3.0,45.0,,,33.1
270,278,Apple,M2,Apple,,M2,8.0,20.0,8.0,,512.0,Apple,,,1.0,11.0,,52.6,13.6,,77.7
271,279,1115G4,Core i3-Tiger Lake,Intel,11.0,x86,2.0,6.0,8.0,,512.0,,2.0,,1.0,,2.0,37.0,,,20.799
272,280,HP,Core i7-Alder Lake,Intel,12.0,x86,12.0,18.0,16.0,,1000.0,,,0.0,1.0,5.0,,,16.0,,88.999
273,281,TUF,Core i7-Alder Lake-P,Intel,12.0,x86,14.0,24.0,16.0,,512.0,NVIDIA,4.0,,1.0,1.5,,56.0,15.6,,56.777
274,282,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,16.0,,512.0,,4.0,,,,,80.0,15.6,,49.0
275,283,,Core i7,Intel,11.0,x86,,24.0,8.0,,512.0,Nvidia,4.0,1.0,1.0,,,53.6,15.6,,46.5
276,284,,Corei7,Intel,10.0,x86,4.0,12.0,8.0,,512.0,NVIDIA,2.0,1.0,,3.0,2.0,37.0,15.6,,28.5
277,285,Redmi,Core i5,Intel,11.0,x86,,,16.0,,512.0,,,,,,,55.2,16.1,,52.5
278,286,,Core i5,Intel,10.0,x86,4.0,8.0,8.0,,512.0,Nvidia,4.0,1.0,1.0,,,57.0,15.6,,39.999
279,287,,Core i3,Intel,11.0,x86,2.0,6.0,4.0,,512.0,,2.0,,1.0,2.0,,37.0,14.0,,19.384
280,288,,Core i5 Comet Lake,Intel,10.0,x86,4.0,8.0,8.0,,1000.0,NVIDIA,4.0,,1.0,,3.0,48.0,,,38.2
281,289,,Ryzen 7-Zen 3,AMD,6.0,x86,8.0,16.0,32.0,,2000.0,NVIDIA,6.0,,1.0,,4.0,80.0,,,74.799
282,290,,Corei7,Intel,11.0,x86,8.0,24.0,16.0,,512.0,NVIDIA,4.0,1.0,,3.0,4.0,70.0,16.1,,54.299
283,291,,Corei5,Intel,11.0,x86,,8.0,8.0,,256.0,INTEL,4.0,0.0,,6.0,,45.0,13.5,,49.788
284,292,,Core i7,Intel,10.0,x86,,12.0,8.0,1000.0,512.0,NVIDIA,6.0,,1.0,,,,15.0,,46.99
285,293,,Core i7,Intel,12.0,x86,10.0,12.0,16.0,,256.0,,,,,15.0,,45.8,,,89.0
286,294,,Core i9-Alder Lake,Intel,12.0,x86,14.0,24.0,32.0,,1000.0,NVIDIA,8.0,,1.0,,4.0,90.0,,,118.499
287,295,,Core i5,intel,,,8.0,12.0,16.0,,1000.0,NVIDIA,,1.0,,2.0,3.0,45.0,,,39.0
288,296,,Corei 7,Intel,13.0,x86,,8.0,32.0,,1000.0,NVIDIA,,0.0,,,,57.0,13.5,,91.0
289,297,lenovo,Corei 7,Intel,10.0,x86,6.0,12.0,32.0,,2000.0,,,1.0,1.0,2.0,,,15.6,,57.79
290,298,Apple,M1,Apple,,M1,8.0,12.0,8.0,,512.0,Apple,,,1.0,17.0,,58.0,13.3,,69.0
291,299,,Ryzen 7,AMD,5.0,x86,8.0,16.0,16.0,,512.0,,6.0,,,,,60.0,15.6,,43.0
292,300,,Core i7,Intel,12.0,x86,10.0,24.0,16.0,,512.0,Nvidia,4.0,,1.0,,,52.5,15.6,,49.7
293,301,MSI,Core i5,Intel,12.0,x86,8.0,12.0,8.0,,512.0,,,1.0,1.0,2.0,,,17.3,,45.949
294,302,,Ryzen 7-Zen 3,AMD,5.0,x86,8.0,16.0,16.0,,1000.0,,8.0,,1.0,,4.0,70.0,,,57.0
295,303,,,AMD,,,,,4.0,,256.0,,0.5,1.0,,,,,13.3,,9.8
296,305,Apple,M1,Apple,,M1,,,16.0,,512.0,Apple,0.0,0.0,1.0,,,70.0,14.2,,97.5
297,306,,Core i3,intel,10.0,x86,2.0,12.0,8.0,1000.0,128.0,NVIDIA,2.0,1.0,,3.0,2.0,35.0,15.6,,16.7
298,307,P1000,Xeon,NVIDIA,,,6.0,12.0,16.0,,512.0,,,,,8.0,6.0,90.5,,,32.7
299,308,,Ryzen 3,AMD,,x86,,,16.0,,512.0,,,,,,,,,,20.2
300,309,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,8.0,1000.0,128.0,,2.0,,,,,57.0,15.6,,29.5
301,311,ASUS,Core i5-Alder Lake,intel,12.0,x86,12.0,18.0,8.0,,1000.0,,,0.0,1.0,3.0,,,15.6,,32.999
302,312,,Core i3,intel,11.0,x86,2.0,12.0,8.0,,512.0,,4.0,1.0,,3.0,2.0,37.0,,,18.949
303,313,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,12.0,,512.0,NVIDIA,2.0,,,,2.0,37.0,,,31.0
304,314,,Core i3,Intel,11.0,x86,2.0,8.0,4.0,1000.0,,Nvidia,,,0.0,,,36.0,15.6,,15.0
305,315,,Corei3,Intel,11.0,x86,2.0,8.0,12.0,,512.0,NVIDIA,2.0,1.0,,2.0,2.0,38.0,15.6,,19.16
306,316,,Core i7 Alder Lake,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,4.0,,1.0,,3.0,57.6,,,53.681
307,317,,Ryzen 5,AMD,5.0,X86,6.0,11.0,8.0,1000.0,256.0,,,,0.0,,,38.0,15.6,,20.9
308,318,,Ryzen 7-Zen 3,AMD,6.0,x86,8.0,16.0,8.0,,512.0,NVIDIA,4.0,,1.0,,4.0,56.0,,,48.379
309,319,,Ryzen 5,AMD,5.0,x86,,,16.0,,512.0,Nvidia,4.0,,,,,,16.1,,32.7
310,320,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,10.0,8.0,,256.0,,4.0,,1.0,,3.0,52.5,,,36.999
311,321,,Ryzen 7-Zen 3,AMD,6.0,x86,8.0,16.0,32.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,80.0,,,71.99
312,322,,Ryzen 5,AMD,5.0,x86,,8.0,8.0,,512.0,,0.0,0.0,1.0,,,42.0,15.6,,22.599
313,323,Apple,M2,Apple,,M2,8.0,20.0,8.0,,256.0,Apple,,,1.0,,,52.6,13.6,,64.0
314,324,,Core i3-Tiger Lake,Intel,11.0,x86,2.0,12.0,4.0,,128.0,,2.0,,1.0,,2.0,37.0,,,18.199
315,325,,Core i3,Intel,12.0,x86,6.0,10.0,8.0,,256.0,,,1.0,,2.0,3.0,41.0,,,17.3
316,326,,Ryzen 5,AMD,5.0,x86,,8.0,8.0,,256.0,,0.0,1.0,,,,41.0,15.6,,23.44
317,327,,Core i 9-Alder Lake,Intel,12.0,x86,14.0,24.0,32.0,,1000.0,NVIDIA,16.0,,1.0,,4.0,90.0,,,136.398
318,328,,Corei 5,Intel,11.0,x86,4.0,10.0,8.0,1000.0,256.0,NVIDIA,2.0,1.0,,2.0,3.0,38.0,15.6,,24.1
319,329,,Core i3-Tiger Lake,Intel,11.0,x86,2.0,12.0,4.0,,256.0,,2.0,,,,,70.0,15.6,,18.76
320,330,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,16.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,70.0,,,64.15
321,331,,Core i7,Intel,,x86,,4.0,4.0,,128.0,,,,,,,,,,10.7
322,332,,Core i7-Alder Lake,Intel,12.0,x86,14.0,24.0,16.0,,512.0,,8.0,,,,,90.0,15.6,,84.299
323,333,,Core i9,Intel,13.0,x86,,36.0,16.0,1000.0,,Nvidia,8.0,,1.0,,,140.0,,,89.73
324,334,,Core i7,Intel,10.0,x86,4.0,10.0,16.0,,256.0,Nvidia,,,1.0,17.0,,51.0,13.5,,68.1
325,336,,Ryzen 5-Zen 3,AMD,5.0,x86,6.0,16.0,16.0,,1000.0,NVIDIA,4.0,,1.0,,4.0,60.0,,,41.295
326,337,,Corei 5,intel,10.0,X86,4.0,10.0,16.0,1000.0,512.0,NVIDIA,4.0,1.0,,2.0,3.0,48.0,15.6,,35.9
327,338,,Core i7,Intel,,X86,,24.0,16.0,,512.0,NVIDIA,4.0,,1.0,,,,15.6,,53.89
328,339,,Core i7,Intel,10.0,X86,,10.0,16.0,,1000.0,Nvidia,2.0,,1.0,,,56.0,13.9,,50.0
329,340,,Core i7,Intel,12.0,X86,14.0,24.0,16.0,,512.0,NVIDIA,4.0,,,3.0,3.0,70.0,15.6,,57.5
330,341,,Core i9,intel,13.0,X86,11.0,36.0,32.0,,2000.0,,16.0,,1.0,,,90.0,18.0,,172.65
331,343,,Ryzen 7-Zen 3,AMD,5.0,x86,8.0,16.0,16.0,,512.0,NVIDIA,4.0,,1.0,,4.0,76.0,,,59.1
332,344,,Core i7,intel,10.0,x86,,10.0,16.0,,512.0,Nvidia,2.0,,,,,41.7,13.0,,35.0
333,345,MSI,Core i5-Raptor Lake,intel,13.0,x86,10.0,12.0,16.0,,512.0,,,,1.0,2.0,,,14.0,,36.3
334,346,,,,,,9.0,,16.0,1000.0,,,,,,,,,,,132.0
335,347,,Celeron-Lake Refresh,Intel,,x86,2.0,8.0,4.0,,256.0,,0.0,,,,,35.0,15.6,,8.79
336,348,,Core i7,,12.0,x86,,12.0,8.0,,512.0,Nvidia,2.0,1.0,1.0,,,50.0,15.6,,32.6
337,349,,Core i5-Tiger Lake,Intel,11.0,x86,6.0,12.0,8.0,,512.0,NVIDIA,4.0,,1.0,,,48.0,,,45.798
338,350,,Core i7,Intel,11.0,x86,4.0,12.0,16.0,,512.0,IRIS XE,8.0,1.0,1.0,,,54.0,13.3,,47.5
339,351,,Core i5,Intel,,x86,,,8.0,,256.0,,4.0,1.0,,,,,12.5,,10.4
340,352,,Core i7,Intel,,x86,,8.0,18.0,,1000.0,Nvidia,6.0,,1.0,17.0,,,15.0,,43.8
341,354,,Core i9,,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,4.0,,,2.0,,56.0,13.4,,92.279
342,355,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,16.0,,1000.0,,4.0,,,,,63.0,15.6,,46.89
343,356,5600H,Ryzen 5-Zen 3,AMD,5.0,x86,6.0,16.0,16.0,1000.0,256.0,NVIDIA,4.0,,1.0,,,45.0,,,39.6
