,Unnamed: 0,Company,CPU Detail,CPU Manufacturer,CPU Generation,CPU Arc,Core,Cache,RAM,HDD,SSD,Graphic-creator,Graphic RAM,Blore screen,Keyboard light,Battery houre,Battery Cells,Battery Capacity,Size per Inch/,Touch screen,amount
520,546,,Celeron,Intel,,N4020,2.0,6.0,4.0,,512.0,INTEL,,1.0,,3.0,2.0,35.0,15.6,,8.61
521,548,,Core i7,Intel,10.0,x86,,,32.0,,1000.0,,,,,11.5,,,15.0,,76.0
522,549,,Ryzen 5,AMD,5.0,x86,6.0,8.0,8.0,1000.0,,AMD,,1.0,,2.0,3.0,38.0,15.6,,20.7
523,550,,Core i5,Intel,12.0,x86,8.0,12.0,16.0,,1000.0,NVIDIA,4.0,1.0,,3.0,4.0,76.0,15.6,,43.0
524,551,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,16.0,,1000.0,,4.0,,,,,52.4,15.6,,48.0
525,552,,Core i7,Intel,13.0,x86,,30.0,16.0,,,Nvidia,8.0,,1.0,,6.0,330.0,,,86.69
526,553,,Core i5,Intel,11.0,x86,4.0,8.0,8.0,1000.0,512.0,NVIDIA,4.0,,,3.0,3.0,42.0,14.0,,39.399
527,554,,Core i7-Alder Lake,Intel,12.0,x86,10.0,24.0,32.0,,1000.0,NVIDIA,4.0,,1.0,,4.0,70.0,,,52.0
528,555,,Core i7,Intel,11.0,x86,4.0,12.0,16.0,,1000.0,NVIDIA,6.0,1.0,,3.0,4.0,76.0,15.6,,59.216
529,556,Apple,M2,Apple,,M2,8.0,12.0,8.0,,512.0,Appel,0.0,,,15.0,,52.6,13.6,,73.738
530,557,,Ryzen 6000,AMD,9.0,x86,8.0,16.0,16.0,,1000.0,,8.0,,,,,90.0,15.6,,88.999
531,558,MSI,Ryzen 5,AMD,7.0,x86,6.0,16.0,16.0,,512.0,,,,1.0,2.0,,,15.6,,31.4
532,559,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,16.0,,1000.0,NVIDIA,4.0,,1.0,,3.0,48.0,,,54.77
533,560,,Core i3,Intel,11.0,x86,2.0,8.0,8.0,1000.0,,,,1.0,,3.0,3.0,36.0,,,16.33
534,561,,Core i7,Intel,,x86,14.0,24.0,16.0,,512.0,,6.0,1.0,,3.0,4.0,80.0,,,62.47
535,563,,Core i7,Intel,11.0,x86,4.0,12.0,8.0,1000.0,256.0,Nvidia,,,,,,36.0,15.6,,29.4
536,564,HP,Core i7-Alder Lake,Intel,12.0,x86,10.0,12.0,32.0,,1000.0,,,,1.0,2.0,,,15.6,,55.58
537,565,Apple,M2,Apple,,M2,8.0,,16.0,,512.0,,,,,20.0,,58.2,,,94.0
538,566,,Core i5,Intel,11.0,x86,4.0,8.0,32.0,512.0,,,,,1.0,25.0,,,14.0,,98.989
539,567,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,8.0,,512.0,,2.0,,,,,57.0,15.6,,33.0
540,568,Dell,Ryzen 9,AMD,5.0,x86,,,16.0,,1000.0,NVIDIA,8.0,1.0,1.0,,6.0,,15.6,,92.999
541,569,,Ryzen 9-Zen 4,AMD,7.0,x86,8.0,16.0,16.0,,1000.0,NVIDIA,12.0,,1.0,,4.0,76.0,,,268.979
542,570,,,Intel,,,2.0,,8.0,,256.0,Intel,1.0,,,7.0,,,12.5,,8.77
543,571,,Core i3-Tiger Lake,Intel,11.0,x86,2.0,6.0,12.0,1000.0,256.0,NVIDIA,2.0,,,,2.0,38.0,,,17.7
544,572,,Core i5,Intel,10.0,,,6.0,8.0,,256.0,,4.0,,1.0,,,,15.6,,16.97
545,573,,Core i5,Intel,12.0,x86,12.0,18.0,32.0,512.0,,Nvidia,4.0,,1.0,,,70.0,15.6,,36.95
546,574,,Core i3,Intel,11.0,x86,2.0,6.0,12.0,1000.0,512.0,INTEL,,1.0,,3.0,2.0,38.0,15.6,,16.77
547,575,Dell,Core i7,intel,6.0,x86,4.0,8.0,16.0,,512.0,,4.0,,,,,,,,20.5
548,576,,Core i7,intel,12.0,x86,,24.0,16.0,,1000.0,,8.0,,1.0,,,80.0,15.6,,99.0
549,577,,Ryzen 7,AMD,5.0,x86,8.0,19.0,8.0,,512.0,,,,,,,50.0,16.0,,28.19
550,579,,Core i9,Intel,12.0,x86,,30.0,32.0,,2000.0,Nvidia,16.0,1.0,1.0,,,99.9,15.6,,159.989
551,580,,Core i3,Intel,,x86,2.0,6.0,4.0,,256.0,Intel,,,,,,37.0,15.6,,17.999
552,581,,Core i7,Intel,,x86,,8.0,16.0,,512.0,,,,,17.0,,,,,48.9
553,582,,Core i7,Intel,10.0,x86,4.0,8.0,8.0,,256.0,,,,1.0,15.0,,,13.3,,54.989
554,583,,Core i7-Comet Lake,Intel,10.0,x86,6.0,12.0,16.0,,512.0,NVIDIA,6.0,,1.0,,4.0,60.0,,,55.0
555,584,,Core i3,Intel,11.0,x86,2.0,4.0,8.0,256.0,,Nvidia,4.0,,,,,45.0,15.6,,22.4
556,586,,Core i7,Intel,12.0,x86,,,16.0,,512.0,Intel,0.0,1.0,1.0,,4.0,,14.0,,85.0
557,590,,Core i7,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,8.0,,1.0,,4.0,70.0,,,68.3
558,591,,Core i7-Alder Lake,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,6.0,,1.0,,6.0,96.0,,,114.898
559,592,,Core i5-7200U,Intel,7.0,x86,,3.0,8.0,,256.0,Intel,0.0,,1.0,,,60.0,13.3,,14.9
560,594,,Core i7-7600U,Intel,8.0,x86,,4.0,16.0,,256.0,Intel,0.0,,1.0,,,,13.3,1.0,15.9
561,595,,Core i5,Intel,8.0,x86,,6.0,16.0,,512.0,Intel,,1.0,1.0,7.0,,51.0,12.5,,15.9
562,596,,Core i7-Ice Lake,Intel,,x86,4.0,8.0,16.0,1000.0,512.0,NVIDIA,2.0,,,,,37.0,15.6,,30.964
563,597,,Core i7-Alder Lake-P,,12.0,x86,16.0,25.0,16.0,,1000.0,,,,1.0,2.0,,,15.6,,111.5
564,598,,Core i5-Alder Lake,Intel,12.0,,5.0,12.0,8.0,,256.0,,4.0,,,,,50.0,15.6,,35.0
565,599,,Core i7-Tiger Lake,Intel,11.0,,8.0,24.0,16.0,,1000.0,,4.0,,,,,48.0,15.6,,49.77
566,601,,Core i9,Intel,13.0,x86,,24.0,64.0,,2000.0,,16.0,,,,,99.0,17.3,,308.8
567,602,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,32.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,60.0,,,66.99
568,603,,Core i7-6820HK,Intel,,x86,,8.0,16.0,1000.0,128.0,Intel,4.0,,1.0,,8.0,92.0,17.3,,29.8
569,604,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,16.0,,512.0,Intel,4.0,,1.0,,3.0,63.0,,,63.222
570,605,lenovo,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,8.0,,512.0,,,1.0,,2.0,,,15.6,,25.39
571,606,,Core i7,Intel,10.0,x86,,8.0,32.0,,512.0,NVIDIA,,,,,,57.0,13.5,,89.989
572,607,,core i5,Intel,12.0,x86,8.0,12.0,16.0,,512.0,NVIDIA,4.0,1.0,1.0,2.0,3.0,52.5,15.6,,36.0
573,608,acer,Core i7,Intel,12.0,x86,10.0,12.0,16.0,,1000.0,,,1.0,,3.0,,,15.6,,35.794
574,609,MX450,Core i3,Intel,,x86,2.0,6.0,4.0,,256.0,NVIDIA,2.0,1.0,,4.0,3.0,45.0,,,21.399
575,610,,Core i9,Intel,11.0,x86,8.0,24.0,32.0,,1000.0,Nvidia,8.0,1.0,1.0,,,82.0,15.6,,130.0
576,611,Apple,M2,Apple,,M2,12.0,,32.0,,,,,,,,,100.0,16.2,,169.5
577,612,,Core i3,Intel,10.0,x86,2.0,4.0,4.0,,128.0,INTEL,0.0,,,2.0,3.0,42.0,14.1,,28.981
578,613,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,16.0,1000.0,256.0,NVIDIA,2.0,,,,3.0,45.0,,,34.9
579,614,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,32.0,,1000.0,NVIDIA,8.0,,1.0,,4.0,80.0,,,73.499
580,615,,Ryzen 7,AMD,6.0,x86,,16.0,16.0,512.0,,Nvidia,6.0,,1.0,10.0,,,,,61.29
581,616,,Ryzen 7-Zen 2,AMD,5.0,x86,8.0,8.0,8.0,,512.0,NVIDIA,2.0,,1.0,,4.0,56.0,,,33.35
582,617,,Ryzen 5,AMD,3.0,x86,4.0,4.0,8.0,1000.0,128.0,AMD,2.0,1.0,,3.0,2.0,35.0,15.6,,17.2
583,618,,Core i5,Intel,10.0,x86,4.0,8.0,32.0,,512.0,NVIDIA,4.0,1.0,,2.0,3.0,48.0,15.6,,37.5
584,619,,Ryzen 5,AMD,4.0,x86,,8.0,8.0,,256.0,Nvidia,6.0,1.0,1.0,,,80.0,15.6,,37.5
585,620,,Core i9,Intel,13.0,x86,,24.0,16.0,,0.0,,8.0,,1.0,,,90.0,16.1,,108.7
586,621,,Core i3,Intel,10.0,x86,2.0,4.0,4.0,,512.0,INTEL,,1.0,,3.0,2.0,37.0,15.6,,19.3
587,622,,CELERON,Intel,,x86,2.0,4.0,4.0,1000.0,128.0,,,,,2.5,,,15.6,,9.5
588,623,,13980HX Raptor Lake,,13.0,x86,24.0,36.0,64.0,,4000.0,,,1.0,1.0,2.0,,,17.3,,253.6
589,625,,Core i7-Broadwell,Intel,,x86,,6.0,16.0,,256.0,Intel,0.0,,1.0,9.0,,95.0,15.4,,24.0
590,626,,Core i9,Intel,13.0,x86,24.0,36.0,64.0,,2000.0,NVIDIA,12.0,1.0,,4.5,4.0,99.0,16.0,,207.7
591,627,,Celeron,Intel,4.0,x86,2.0,4.0,4.0,,128.0,INTEL,,1.0,,3.0,2.0,35.0,15.6,,9.3
592,628,,Core i3,Intel,10.0,x86,2.0,4.0,12.0,,512.0,INTEL,,1.0,,3.0,2.0,37.0,15.6,,25.85
593,629,5600H,Ryzen 5-Zen 3,AMD,5.0,x86,6.0,16.0,16.0,1000.0,512.0,NVIDIA,4.0,,1.0,,3.0,45.0,,,39.979
594,630,AN515-58-70ZU,Core i7,Intel,12.0,x86,14.0,24.0,16.0,,512.0,NVIDIA,6.0,,,,,,15.6,,56.55
595,631,,Core i5,,11.0,x86,,8.0,8.0,,512.0,INTEL,0.0,1.0,1.0,3.5,,70.0,14.0,,49.85
596,632,,Core i9,Intel,13.0,x86,,24.0,32.0,1000.0,,intel,0.0,,1.0,10.0,,90.0,,,76.22
597,633,,Core i7,Intel,13.0,x86,,30.0,16.0,512.0,,Nvidia,8.0,,1.0,,6.0,330.0,,,79.19
598,634,,Ryzen 5,AMD,,,,,8.0,1000.0,,,,,,,,,,,19.999
599,635,5700U,Ryzen 7-Zen 2,AMD,5.0,x86,8.0,8.0,8.0,,1000.0,NVIDIA,2.0,,1.0,,4.0,56.0,,,34.35
600,636,,Core i3-Lake Refresh,Intel,,x86,4.0,4.0,4.0,1000.0,,,0.0,,,,,35.0,14.0,,13.8
601,637,,Core i5,Intel,11.0,x86,4.0,8.0,12.0,1000.0,256.0,NVIDIA,2.0,1.0,,2.0,2.0,38.0,15.6,,25.681
602,638,,Core i7,Intel,12.0,x86,,,16.0,,512.0,Nvida,2.0,,1.0,,3.0,,14.0,,79.5
603,639,Pavilion 15,Core i5,Intel,11.0,x86,,,16.0,,512.0,Nvidia,,,,,,,15.6,,29.99
604,640,,Corei7,Intel,10.0,x86,4.0,12.0,8.0,1000.0,512.0,NVIDIA,2.0,1.0,,3.0,2.0,37.0,15.6,,29.574
605,642,,Core i3,Intel,11.0,x86,2.0,6.0,4.0,512.0,,Intel,2.0,,,,,38.0,15.6,,19.39
606,643,,Core i7,Intel,12.0,x86,,12.0,16.0,,1000.0,Intel,,,,,,75.0,17.3,,180.557
607,644,,Core i7,Intel,12.0,x86,,24.0,16.0,512.0,,Nvidia,4.0,,1.0,,6.0,150.0,,,52.5
608,645,,Core i7,Intel,11.0,x86,4.0,8.0,16.0,,250.0,AMD,4.0,,,,,,14.1,,11.8
609,646,,Core i3-Tiger Lake,Intel,11.0,x86,4.0,6.0,4.0,,256.0,,,1.0,1.0,2.0,,,15.6,,18.799
610,647,ASUS,Ryzen 7-Zen 3,AMD,6.0,x86,8.0,16.0,16.0,,1000.0,,,1.0,1.0,3.0,,,17.3,,77.4
611,648,,Core i7,Intel,11.0,x86,4.0,12.0,16.0,,512.0,,,,1.0,,,60.0,14.0,,59.7
612,649,,Core i3,Intel,10.0,x86,,4.0,8.0,,512.0,Intel,,,,3.0,,37.0,15.6,,17.0
613,650,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,8.0,1000.0,256.0,,2.0,,,,,45.0,15.6,,35.59
614,651,1165G7,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,16.0,1000.0,512.0,NVIDIA,2.0,,,,2.0,38.0,,,30.6
615,652,Apple,M2,Apple,,M2,8.0,20.0,8.0,,512.0,Apple,,,1.0,11.0,,52.6,13.6,,77.49
616,654,,Ryzen 7,AMD,3.0,x86,,,16.0,,512.0,RX Vega 10,0.0,1.0,,,3.0,,15.6,,35.8
617,655,,Core i7,Intel,11.0,x86 ,8.0,24.0,16.0,,1000.0,NVIDIA,,,1.0,,,80.0,17.3,,65.781
618,656,,Core i3,Intel,11.0,x86 ,2.0,6.0,12.0,,256.0,INTEL,,1.0,,2.0,2.0,38.0,15.6,,19.2
619,657,,Core i3,Intel,11.0,x86 ,2.0,6.0,12.0,1000.0,,Intel,2.0,,,,,38.0,15.6,,16.9
620,658,lenovo,Core i7,Intel,12.0,x86 ,10.0,24.0,32.0,,512.0,,,1.0,1.0,3.0,,,15.6,,49.999
621,659,,Core i9,,13.0,x86 ,,24.0,16.0,,1000.0,,8.0,,1.0,,4.0,56.0,13.4,,115.3
622,660,RTX3070,Ryzen 7,NVIDIA,,,8.0,16.0,32.0,,1000.0,,,,,3.0,4.0,90.0,,,68.799
623,661,,Core i7,Intel NVIDIA,,,,12.0,16.0,,1000.0,,6.0,,1.0,4.0,,,15.6,,91.0
624,662,,Core i5-Tiger Lake,Intel,11.0,x86,6.0,12.0,16.0,,1000.0,,4.0,,,,,48.0,15.6,,46.5
625,663,,Ryzen 9,AMD,5.0,x86,8.0,16.0,16.0,,1000.0,NVIDIA,4.0,,,3.0,,90.0,15.6,,69.0
626,664,Asus,Celeron,Intel,5.0,x86,,1.0,4.0,5000.0,,intel,,,,,,,15.6,,5.847
627,665,,Core i5,Intel,11.0,x86,4.0,8.0,8.0,,512.0,Intel,,,1.0,17.0,,48.0,13.5,,56.628
628,666,Lenovo,Ryzen 7,AMD,,x86,8.0,20.0,16.0,,512.0,NVIDIA,6.0,1.0,1.0,,,71.0,15.6,,55.89
629,667,,Core i5,Intel,7.0,x86,2.0,3.0,8.0,,256.0,,,,1.0,,,,13.5,,22.59
630,668,,Core i5,Intel,11.0,x86,6.0,12.0,32.0,,512.0,NVIDIA,4.0,1.0,,2.0,3.0,48.0,15.6,,41.65
631,669,Apple,M2,Apple,,M2,12.0,12.0,16.0,,1000.0,Apple,0.0,,1.0,15.0,,99.6,16.2,,127.0
632,670,,Core i7,Intel,12.0,x86,,12.0,16.0,,1000.0,Intel,,,,,,43.0,15.6,,53.34
633,671,,Core i3,Intel,10.0,x86,,4.0,8.0,1000.0,,Intel,,1.0,,2.0,,32.0,14.0,,17.799
634,672,,,,,,,,,500.0,,AMD,,,,,,,14.0,,4.5
635,674,,Core i7-Alder Lake,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,8.0,,1.0,,4.0,90.0,,,86.42
636,675,ASUS,Core i7,Intel,12.0,x86,14.0,24.0,16.0,,512.0,,,1.0,1.0,5.5,,,16.0,,69.9
637,676,MSI,Core i7-Raptor Lake,Intel,12.0,x86,10.0,24.0,16.0,,1000.0,,,,1.0,2.0,,,15.6,,68.473
638,677,Dell,Core i3,intel,,,4.0,8.0,16.0,,256.0,,4.0,,,,,,,,21.0
639,678,,Corei5,Intel,12.0,x86,10.0,12.0,12.0,1000.0,256.0,NVIDIA,2.0,1.0,,2.0,3.0,40.0,15.6,,24.888
640,679,acer,Core i7-Alder Lake-P,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,,,1.0,1.0,2.0,,,15.6,,61.599
641,680,TUF,Core i5,Intel,11.0,x86,6.0,12.0,32.0,,1000.0,NVIDIA,4.0,,1.0,2.0,,,,,46.459
642,682,,Core i9-Alder Lake,Intel,12.0,x86,14.0,24.0,32.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,90.0,,,85.879
643,683,Dell,Core i7,Intel,8.0,x86,,9.0,16.0,,512.0,NVIDIA,4.0,,,,,,15.6,,29.5
644,684,ASUS,Ryzen 5,AMD,5.0,x86,6.0,16.0,8.0,,1000.0,,,,1.0,2.0,,,14.0,,29.499
645,685,,Ryzen 9-Zen 3,AMD,6.0,x86,8.0,16.0,16.0,,512.0,NVIDIA,6.0,,1.0,,4.0,90.0,,,70.999
646,686,,Ryzen 7,AMD,6.0,x86,8.0,16.0,32.0,,1000.0,NVIDIA,8.0,1.0,,2.0,4.0,90.0,17.3,,87.339
647,688,,Core i9,Intel,13.0,x86,,36.0,32.0,1000.0,,Nvidia,12.0,,1.0,,6.0,330.0,,,144.27
648,689,ASUS,Ryzen 7,AMD,6.0,x86,8.0,16.0,16.0,,1000.0,,,1.0,1.0,2.0,,,17.3,,84.7
649,690,,Ryzen 7-Zen 3,AMD,5.0,x86,8.0,16.0,32.0,1000.0,256.0,NVIDIA,4.0,,1.0,,3.0,45.0,,,40.899
650,691,,Ryzen 7,AMD,6.0,x86,,16.0,16.0,,1000.0,NVIDIA,8.0,,,3.0,4.0,80.0,16.0,,81.83
651,692,Predator,Core i7,Intel,12.0,x86,14.0,24.0,32.0,,1000.0,NVIDIA,6.0,,1.0,3.0,4.0,99.0,16.0,,69.1
652,693,,Core i5,Intel,,x86,4.0,8.0,16.0,,512.0,NVIDIA,,,,2.0,3.0,52.5,,,31.95
653,695,Sword A12UCX,Core i7,Intel,12.0,x86,,,8.0,,512.0,Intel,4.0,,,,,,,,45.79
654,696,,Core i5,Intel,5.0,x86,,,8.0,,256.0,AMD,1.0,1.0,,,,50.0,14.0,,9.5
655,697,,Ryzen 7,AMD,5.0,x86,8.0,16.0,16.0,,1000.0,,,,1.0,2.0,,,16.0,,54.899
656,698,,Ryzen 7,AMD,5.0,x86,8.0,16.0,16.0,1000.0,256.0,,4.0,,,,,45.0,15.6,,42.167
657,699,ExpertBook,Core i5,Intel,11.0,x86,,,16.0,,256.0,Intel,,,,,,63.0,14.0,,56.5
658,700,,Core i9,Intel,12.0,x86,14.0,24.0,32.0,,512.0,NVIDIA,6.0,1.0,,2.0,4.0,90.0,15.6,,83.781
659,701,,Core i7,Intel,9.0,x86,,,32.0,,512.0,,4.0,,,,,100.0,16.0,,10.0
660,702,,Core i5,Intel,8.0,x86,,4.0,8.0,,256.0,Intel,0.0,,1.0,,,72.0,14.0,1.0,14.5
661,703,,Ryzen 7,AMD,5.0,x86,,16.0,16.0,,1000.0,Gforce,6.0,,,3.0,,60.0,15.6,,52.39
662,704,,Ryzen 9-Zen 3,AMD,6.0,x86,8.0,16.0,32.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,90.0,,,77.999
663,705,MSI,Core i9-Raptor Lake,,13.0,x86,24.0,36.0,32.0,,2000.0,,,1.0,1.0,3.0,,,17.0,,197.96
664,706,,Celeron,Intel,,N4020,,4.0,4.0,1000.0,256.0,Intel,0.0,,,,3.0,33.0,15.6,,11.2
665,707,,Ryzen 5,AMD,,x86,6.0,16.0,16.0,,1000.0,NVIDIA,,,,2.0,3.0,52.5,,,34.5
666,708,,Ryzen 7,AMD,5.0,x86,8.0,16.0,24.0,,512.0,NVIDIA,4.0,1.0,,3.0,4.0,57.0,15.6,,41.8
667,709,Apple,M1,Apple,,M1,10.0,12.0,32.0,,2000.0,Apple,,,,17.0,,,16.2,,227.0
668,710,,Core i3,Intel,,x86,,4.0,4.0,1000.0,,,0.0,,1.0,2.0,,,15.6,,14.199
669,711,MSI,Core i7,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,Nvidia,,,1.0,,,90.0,15.6,,84.0
670,712,,Ryzen 5,AMD,4.0,x86,6.0,11.0,8.0,,256.0,AMD,,,1.0,17.0,,48.0,13.5,,42.9
671,713,ASUS,Ryzen 7,AMD,5.0,x86,8.0,20.0,16.0,,512.0,Nvidia,,,1.0,,,63.0,15.6,,44.099
672,714,,Ryzen 7,AMD,3.0,x86,,,8.0,1000.0,512.0,RX Vega 10,0.0,1.0,,,3.0,,15.6,,36.3
673,715,,Xeon,,,E-2176M,,12.0,32.0,,512.0,NVIDIA,4.0,,1.0,9.0,,95.6,15.6,,28.9
674,716,,Core i7,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,Nvidia,,,1.0,,,90.0,16.0,,87.995
675,717,,Core i9 Alder Lake,Intel,12.0,x86,14.0,24.0,64.0,,1000.0,NVIDIA,16.0,,1.0,,4.0,90.0,,,147.979
676,718,ASUS,Core i7-Alder Lake,Intel,12.0,x86,14.0,24.0,16.0,,512.0,,,,1.0,2.0,,,13.4,,79.999
677,719,,Core i9,,12.0,x86,16.0,30.0,64.0,,2000.0,NVIDIA,16.0,1.0,,4.5,4.0,99.0,17.3,,228.0
678,720,,Core i7,,11.0,x86,4.0,12.0,16.0,,512.0,NVIDIA,2.0,1.0,,3.0,2.0,37.0,15.6,,33.264
679,721,MSI,Core i7,intel,10.0,x86,,12.0,8.0,,512.0,NVIDIA,10.0,1.0,1.0,,3.0,51.0,15.6,,36.0
680,722,ASUS,Ryzen 7,AMD,7.0,x86,,14.0,16.0,,512.0,NVIDIA,12.0,1.0,1.0,,,90.0,15.6,,67.999
681,723,MSI,Core i7-Alder Lake,,12.0,x86,14.0,24.0,16.0,,1000.0,,,,1.0,2.0,,,17.3,,87.439
682,724,acer,Core i7,,12.0,x86,12.0,18.0,16.0,,512.0,,,1.0,1.0,2.0,,,15.6,,38.45
683,725,,Core i5,,12.0,x86,,12.0,8.0,512.0,,Intel,0.0,,,,,,15.6,,23.7
684,727,,,AMD,3.0,,2.0,4.0,8.0,1000.0,,,0.0,,,,,35.0,15.6,,9.6
685,728,,Ryzen 7-Zen 3,AMD,6.0,x86,8.0,20.0,16.0,,1000.0,NVIDIA,4.0,,1.0,,4.0,56.0,,,51.481
686,729,,Core i7,Intel,,x86,4.0,8.0,8.0,1000.0,256.0,,2.0,1.0,,3.0,2.0,37.0,,,28.34
687,730,,Ryzen 9,AMD,7.0,x86,,64.0,32.0,1000.0,,Nvidia,12.0,,,,4.0,,,,151.89
688,731,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,32.0,,2000.0,NVIDIA,8.0,,1.0,,4.0,80.0,,,66.481
689,732,,,,,,2.0,,4.0,256.0,,Nvidia,512.0,,,,,,14.0,,6.9
690,733,,Ryzen 5-Zen 3,AMD,5.0,x86,6.0,16.0,16.0,,512.0,,,1.0,1.0,3.0,,,15.6,,38.499
691,734,,Core i3,Intel,11.0,x86,2.0,6.0,8.0,1000.0,512.0,Intel,2.0,,,,,38.0,15.6,,21.899
692,735,,Core i3,Intel,10.0,x86,2.0,4.0,12.0,,1000.0,INTEL,,1.0,,2.0,2.0,32.0,15.6,,17.9
693,736,,Core i3,Intel,10.0,x86,2.0,4.0,8.0,,512.0,INTEL,,1.0,,3.0,2.0,37.0,15.6,,23.98
694,737,,Core i7,Intel,11.0,x86,4.0,12.0,12.0,,1000.0,NVIDIA,2.0,1.0,,2.0,2.0,38.0,15.6,,29.19
695,738,,Core i5,Intel,11.0,x86,6.0,12.0,16.0,,512.0,NVIDIA,4.0,1.0,,2.0,4.0,48.96,15.6,,43.0
696,739,,Core i9,Intel,12.0,x86,14.0,24.0,32.0,,1000.0,,,,1.0,4.5,,,16.0,,114.749
